Citation	wID	1830	1837	1840	1841	1879	1920	1981	2013
1 Nephi 1:4	31	days	days	days	days	days	days	days	days
1 Nephi 1:4	31.01	;)	;)	;)	;)	;)	);	);	);
1 Nephi 1:4	31.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	32	and	and	and	and	and	and	and	and
1 Nephi 1:4	32.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	33	in	in	in	in	in	in	in	in
1 Nephi 1:4	33.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	34	that	that	that	that	that	that	that	that
1 Nephi 1:4	34.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	35	same	same	same	same	same	same	same	same
1 Nephi 1:4	35.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	36	year	year	year	year	year	year	year	year
1 Nephi 1:4	36.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	37	there	there	there	there	there	there	there	there
1 Nephi 1:4	37.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	38	came	came	came	came	came	came	came	came
1 Nephi 1:4	38.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	39	many	many	many	many	many	many	many	many
1 Nephi 1:4	39.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	40	prophets	prophets	prophets	prophets	prophets	prophets	prophets	prophets
1 Nephi 1:4	40.01	,	,	,	,	,	,	,	,
1 Nephi 1:4	40.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	41	prophesying	prophesying	prophesying	prophesying	prophesying	prophesying	prophesying	prophesying
1 Nephi 1:4	41.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	42	unto	unto	unto	unto	unto	unto	unto	unto
1 Nephi 1:4	42.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	43	the	the	the	the	the	the	the	the
1 Nephi 1:4	43.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	44	people	people	people	people	people	people	people	people
1 Nephi 1:4	44.01	,	,	,	,	∅	∅	∅	∅
1 Nephi 1:4	44.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
1 Nephi 1:4	45	that	that	that	that	that	that	that	that
1 Nephi 1:4	45.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
